16
16.1
16.1
16
16.1
16
16.1
16
16.1
16
28.8
16
16.1
16
16.1
16.1
16.1
16
16.2
16.1
16
16.3
16.1
20.8
16.2
16
16.1
16.1
16.1
16.1
16
17.6
16.1
16.1
16.1
16
16
16.1
16.1
16.1
16.1
16.1
16.1
16.3
16.1
16.1
16.1
16
16.2
16
16
16.1
16.1
16
16
16.1
16.1
16
16.1
16.1
16
16.1
16
16.1
16
16
16.1
16
18.5
16
16
16.9
16.8
16.2
18
66.5
20.3
24.7
21.4
20.4
23.7
19.9
19.8
19.5
25.3
16.1
17.7
24.6
20
55
19
18.9
18.2
46.8
19.6
24.1
36.5
42
24.4
26.3
77.2
37.6
19.8
22.8
30.3
26.4
42.2
47.9
37.7
19.1
17.8
19.6
19.9
19.4
18.4
19.5
26
19
16.2
16
16
57.7
19.8
16
16.1
16
16.1
16.1
16.2
16.1
16
16
16.2
16.1
16
17.4
16
16.1
16.1
16
16.1
16.7
16
18.7
22.7
16
16.1
16.1
16.1
16.1
16.1
16
16.1
18
16.1
16.1
16.1
16.1
16.1
16.1
16
16
16.1
16
16.1
16
16.1
16
16.1
16.1
16
16.1
16
16
16.1
16
16.2
16.1
16.1
16
16.1
17.6
23.7
44.3
43.6
40.1
39.3
114.2
34
132.8
48.3
37
21.2
16.1
28.4
18.7
19.5
27.2
22.4
38.2
29.1
46.9
42.1
41.2
45.9
22
